Name,Student ID,Email,Gender,Course,Hobbies,Academic Interests,Extracurricular Interests,Past Club Involvement,Past Clubs,Skills,Preferred Content Types,Activity Frequency
Karen Brown,STU1367,wilsonjason@example.org,Other,Physics,"['Technology', 'Music', 'Cooking']",['Data Science'],['Drama'],No,"['yard', 'film']","['Design', 'Programming', 'Event Planning']",['Articles'],Monthly
Devin Dean,STU1368,tammywhite@example.com,Other,Engineering,['Music'],"['History', 'Biology']",['Drama'],Yes,[],"['Writing', 'Leadership']","['Podcasts', 'Events', 'Videos']",Monthly
James Wilkins,STU1369,mcrawford@example.net,Female,Computer Science,"['Writing', 'Science', 'Reading']","['Data Science', 'Engineering']","['Robotics', 'Sports Teams']",Yes,[],"['Public Speaking', 'Writing']","['Articles', 'Events']",Bi-weekly
Miranda Yates,STU1370,melissa27@example.com,Male,Computer Science,"['Sports', 'Technology', 'Music']","['Data Science', 'AI', 'Physics']",['Music Band'],No,[],"['Leadership', 'Programming', 'Event Planning']","['Events', 'Podcasts', 'Videos']",Weekly
Denise Frazier,STU1371,jburton@example.org,Male,Physics,"['Arts', 'Music', 'Sports']",['Mathematics'],"['Music Band', 'Volunteering']",No,"['less', 'run']","['Leadership', 'Public Speaking', 'Writing']","['Videos', 'Podcasts']",Bi-weekly
Nathan Huff,STU1372,kreyes@example.org,Other,Physics,['Writing'],"['Literature', 'Data Science', 'Physics']",['Music Band'],No,"['respond', 'beautiful']","['Event Planning', 'Design', 'Writing']","['Tutorials', 'Events', 'Videos']",Bi-weekly
Tara Schneider,STU1373,laurahughes@example.com,Other,Physics,"['Technology', 'Music']","['Data Science', 'Mathematics', 'Engineering']","['Photography', 'Volunteering']",Yes,"['senior', 'news']",['Leadership'],['Videos'],Bi-weekly
Christopher Mitchell,STU1374,ronald80@example.com,Other,Mathematics,"['Music', 'Arts', 'Cooking']","['Mathematics', 'Biology']","['Drama', 'Photography', 'Music Band']",Yes,[],"['Writing', 'Design', 'Public Speaking']",['Podcasts'],Bi-weekly
Alex Ellison,STU1375,christophercooley@example.org,Male,Engineering,"['Cooking', 'Gaming', 'Travel']","['Engineering', 'Biology', 'Literature']",['Volunteering'],Yes,[],['Leadership'],['Events'],Monthly
Thomas Hancock,STU1376,kelly11@example.net,Other,Computer Science,['Travel'],"['Biology', 'Physics', 'Data Science']","['Debate', 'Music Band']",Yes,"['system', 'sea']","['Leadership', 'Event Planning', 'Design']",['Articles'],Bi-weekly
Maria Newton,STU1377,tmata@example.org,Other,Physics,"['Writing', 'Music', 'Arts']","['AI', 'Data Science', 'Biology']","['Drama', 'Volunteering']",No,[],['Programming'],"['Articles', 'Videos', 'Podcasts']",Bi-weekly
Craig Cole,STU1378,qreed@example.com,Female,Computer Science,"['Writing', 'Science', 'Sports']","['Data Science', 'Biology', 'AI']","['Music Band', 'Photography']",Yes,"['animal', 'investment']","['Writing', 'Public Speaking', 'Leadership']",['Videos'],Monthly
Brandon Lyons,STU1379,ashleykirk@example.net,Male,History,"['Sports', 'Technology', 'Arts']",['Engineering'],"['Sports Teams', 'Robotics']",Yes,[],"['Public Speaking', 'Writing']",['Articles'],Monthly
Mrs. Amanda Morton,STU1380,brownaaron@example.com,Other,Mathematics,"['Sports', 'Writing', 'Science']","['AI', 'Engineering']","['Music Band', 'Volunteering']",Yes,"['power', 'green']",['Programming'],"['Podcasts', 'Events']",Weekly
Joe Riggs,STU1381,wolfejerry@example.net,Male,Mathematics,['Cooking'],"['Literature', 'Engineering']","['Photography', 'Robotics', 'Volunteering']",No,[],"['Event Planning', 'Design']","['Articles', 'Events', 'Tutorials']",Monthly
John Smith,STU1382,bradley63@example.org,Female,Engineering,"['Technology', 'Arts']",['Biology'],['Robotics'],Yes,[],['Programming'],"['Videos', 'Tutorials', 'Podcasts']",Monthly
Ashley Morris MD,STU1383,ydudley@example.org,Male,Engineering,"['Travel', 'Writing', 'Music']","['AI', 'History']","['Music Band', 'Volunteering']",No,"['hope', 'respond']",['Leadership'],"['Events', 'Tutorials']",Bi-weekly
Jonathan Carroll,STU1384,krobertson@example.org,Male,Computer Science,"['Writing', 'Gaming', 'Technology']","['AI', 'Mathematics']","['Debate', 'Robotics']",Yes,[],"['Event Planning', 'Design']","['Podcasts', 'Articles']",Monthly
Blake Hooper,STU1385,michaelcordova@example.net,Female,Mathematics,"['Travel', 'Cooking', 'Writing']","['Biology', 'AI']","['Robotics', 'Debate', 'Sports Teams']",No,"['news', 'newspaper']","['Public Speaking', 'Programming']","['Articles', 'Podcasts', 'Videos']",Bi-weekly
Todd Ellis MD,STU1386,samantha53@example.net,Male,Computer Science,"['Technology', 'Writing']","['AI', 'Literature', 'History']","['Volunteering', 'Sports Teams']",No,[],['Design'],"['Podcasts', 'Tutorials', 'Events']",Monthly
Brian Wheeler MD,STU1387,waltonmelissa@example.com,Female,Computer Science,['Writing'],"['Biology', 'Engineering']",['Debate'],Yes,[],"['Event Planning', 'Writing', 'Design']",['Videos'],Weekly
Robin Williams,STU1388,edgarbarnett@example.org,Male,Mathematics,"['Technology', 'Science']","['Engineering', 'Biology']",['Volunteering'],Yes,[],['Public Speaking'],"['Articles', 'Podcasts']",Weekly
Laura Pearson,STU1389,schmidterin@example.com,Male,Literature,['Reading'],['Physics'],"['Sports Teams', 'Photography']",Yes,"['support', 'player']","['Leadership', 'Event Planning']","['Events', 'Tutorials']",Bi-weekly
Teresa Harris,STU1390,cmitchell@example.com,Other,Biology,['Travel'],['Data Science'],['Music Band'],No,"['energy', 'everything']","['Design', 'Writing', 'Public Speaking']","['Podcasts', 'Articles']",Monthly
Robert Sullivan,STU1391,epierce@example.com,Female,History,"['Writing', 'Arts']","['Data Science', 'Physics', 'AI']",['Robotics'],No,"['thought', 'be']",['Public Speaking'],"['Videos', 'Articles', 'Events']",Weekly
Kimberly Wilson,STU1392,hunter32@example.net,Male,Mathematics,"['Science', 'Reading', 'Music']","['Literature', 'Physics', 'Mathematics']","['Sports Teams', 'Debate']",No,[],['Public Speaking'],"['Videos', 'Podcasts']",Weekly
Jonathan Patterson,STU1393,morenomelissa@example.com,Female,Literature,['Technology'],"['Mathematics', 'AI']",['Drama'],No,[],['Design'],['Videos'],Bi-weekly
Ashley Wood,STU1394,katherinechambers@example.org,Female,Engineering,['Sports'],"['Data Science', 'AI']",['Volunteering'],Yes,[],"['Event Planning', 'Writing']","['Tutorials', 'Events']",Monthly
Kendra Brown,STU1395,kellerpaul@example.com,Other,Computer Science,"['Science', 'Music']",['Biology'],"['Music Band', 'Debate']",Yes,[],"['Leadership', 'Public Speaking', 'Design']","['Podcasts', 'Articles', 'Events']",Weekly
Ronald Walton,STU1396,kenneth81@example.org,Female,Computer Science,"['Arts', 'Cooking', 'Science']","['Engineering', 'AI']","['Robotics', 'Drama', 'Music Band']",No,[],"['Design', 'Event Planning', 'Leadership']","['Events', 'Videos', 'Tutorials']",Weekly
Beth Orozco,STU1397,kboyd@example.org,Female,Biology,['Writing'],"['Data Science', 'Biology', 'Mathematics']","['Sports Teams', 'Volunteering', 'Music Band']",Yes,[],"['Programming', 'Writing']","['Articles', 'Tutorials']",Bi-weekly
Alexander Pearson,STU1398,jamessmith@example.org,Other,History,"['Sports', 'Reading', 'Arts']","['Biology', 'AI', 'History']",['Drama'],Yes,[],"['Writing', 'Design']","['Events', 'Videos', 'Podcasts']",Weekly
Christopher Newton,STU1399,kgoodman@example.org,Male,Mathematics,"['Science', 'Travel', 'Writing']","['Engineering', 'History']","['Volunteering', 'Sports Teams', 'Music Band']",No,"['thousand', 'at']","['Design', 'Leadership', 'Event Planning']",['Videos'],Bi-weekly
Michael Morris,STU1400,wray@example.com,Other,Physics,"['Gaming', 'Sports']",['History'],['Debate'],Yes,[],['Event Planning'],"['Tutorials', 'Podcasts']",Bi-weekly
Bailey Morris,STU1401,gatesrichard@example.org,Female,Literature,"['Reading', 'Sports']",['Data Science'],"['Music Band', 'Sports Teams']",Yes,[],"['Public Speaking', 'Programming']","['Videos', 'Articles']",Bi-weekly
Amy Price,STU1402,natasha07@example.org,Other,Literature,"['Cooking', 'Technology']","['History', 'Biology']","['Debate', 'Robotics']",No,[],"['Programming', 'Public Speaking', 'Design']","['Articles', 'Events', 'Tutorials']",Monthly
Christopher Brown,STU1403,kdavis@example.com,Female,Biology,['Science'],"['Data Science', 'Engineering']",['Volunteering'],Yes,[],['Writing'],"['Events', 'Articles', 'Videos']",Monthly
Kim Smith,STU1404,jkaufman@example.org,Male,History,"['Reading', 'Gaming', 'Cooking']","['History', 'Data Science']","['Robotics', 'Debate']",No,"['million', 'worker']",['Programming'],['Articles'],Bi-weekly
Zachary Flores,STU1405,umurphy@example.com,Female,Biology,"['Science', 'Arts']",['Literature'],['Music Band'],Yes,[],"['Writing', 'Leadership', 'Design']",['Events'],Bi-weekly
Joseph Combs PhD,STU1406,rbrown@example.com,Female,Literature,['Sports'],"['Mathematics', 'Data Science', 'Engineering']","['Photography', 'Drama', 'Volunteering']",No,"['training', 'key']","['Public Speaking', 'Event Planning']","['Tutorials', 'Podcasts']",Monthly
Jessica Stanley,STU1407,ffisher@example.org,Male,Mathematics,"['Cooking', 'Travel', 'Writing']","['AI', 'Biology', 'Mathematics']","['Drama', 'Volunteering', 'Sports Teams']",Yes,[],"['Design', 'Leadership']","['Tutorials', 'Articles', 'Podcasts']",Weekly
Kathryn Jackson,STU1408,philip90@example.com,Other,Physics,"['Writing', 'Music', 'Cooking']",['Mathematics'],"['Volunteering', 'Drama', 'Debate']",No,"['form', 'on']","['Design', 'Event Planning', 'Programming']","['Tutorials', 'Articles']",Monthly
Thomas Evans,STU1409,mperez@example.com,Other,Engineering,"['Arts', 'Science']","['Data Science', 'AI', 'Physics']","['Sports Teams', 'Music Band']",Yes,[],"['Design', 'Leadership']",['Tutorials'],Monthly
Henry Daniels,STU1410,jenniferodom@example.org,Male,Literature,"['Arts', 'Sports']",['Literature'],"['Volunteering', 'Drama', 'Music Band']",No,[],"['Design', 'Writing']","['Videos', 'Tutorials', 'Events']",Bi-weekly
Jon Wilson,STU1411,jefferyrose@example.org,Male,History,"['Travel', 'Technology', 'Writing']",['Physics'],"['Volunteering', 'Robotics', 'Music Band']",No,[],['Writing'],"['Videos', 'Podcasts']",Bi-weekly
James Frost,STU1412,ewoodard@example.com,Male,History,['Gaming'],"['Biology', 'Literature']","['Robotics', 'Volunteering']",Yes,"['help', 'walk']","['Event Planning', 'Leadership', 'Public Speaking']","['Tutorials', 'Events']",Bi-weekly
Vanessa Smith,STU1413,adam59@example.com,Male,Computer Science,['Travel'],"['Mathematics', 'Engineering']","['Volunteering', 'Debate']",Yes,[],"['Event Planning', 'Writing']",['Events'],Weekly
Frank Donovan,STU1414,jimenezjacqueline@example.org,Male,Engineering,['Arts'],"['Physics', 'Data Science']",['Drama'],Yes,"['try', 'recent']","['Event Planning', 'Leadership']",['Events'],Monthly
James West,STU1415,smithian@example.net,Male,Computer Science,['Writing'],"['Engineering', 'AI']","['Robotics', 'Sports Teams', 'Drama']",No,[],"['Leadership', 'Public Speaking', 'Programming']",['Events'],Monthly
Leslie Sullivan,STU1416,johnhooper@example.org,Male,History,"['Music', 'Sports']","['Data Science', 'Mathematics', 'Literature']","['Volunteering', 'Robotics']",No,"['condition', 'do']","['Programming', 'Design']","['Events', 'Podcasts', 'Videos']",Bi-weekly
Kelly Hopkins,STU1417,acollier@example.org,Other,Physics,['Music'],"['Physics', 'Literature', 'Mathematics']","['Sports Teams', 'Debate']",Yes,[],"['Writing', 'Public Speaking', 'Leadership']","['Events', 'Podcasts', 'Videos']",Monthly
Tina Thompson,STU1418,john83@example.com,Other,Physics,"['Reading', 'Cooking', 'Music']","['Physics', 'AI', 'Engineering']","['Robotics', 'Drama']",No,"['behavior', 'what']","['Event Planning', 'Programming', 'Public Speaking']","['Events', 'Podcasts']",Bi-weekly
Joseph Holt,STU1419,acarson@example.org,Other,Engineering,"['Writing', 'Science']","['Physics', 'Mathematics', 'Data Science']",['Volunteering'],No,"['give', 'over']","['Event Planning', 'Design']",['Events'],Weekly
Jason Gray,STU1420,andrewslisa@example.net,Female,Computer Science,"['Technology', 'Reading', 'Cooking']","['AI', 'Mathematics']","['Photography', 'Drama', 'Sports Teams']",No,"['it', 'role']",['Design'],"['Tutorials', 'Articles']",Bi-weekly
Tara Garza,STU1421,mariamitchell@example.org,Other,Physics,"['Reading', 'Gaming']",['Biology'],"['Debate', 'Robotics']",Yes,[],"['Writing', 'Programming']",['Tutorials'],Bi-weekly
Kyle Rios,STU1422,douglas79@example.org,Other,Biology,"['Music', 'Gaming', 'Technology']","['History', 'Data Science', 'Engineering']","['Sports Teams', 'Photography', 'Music Band']",No,[],"['Programming', 'Writing']",['Podcasts'],Weekly
Phillip James,STU1423,zmerritt@example.com,Other,History,"['Sports', 'Arts']","['Engineering', 'History']","['Sports Teams', 'Drama', 'Photography']",Yes,"['east', 'more']","['Leadership', 'Event Planning']",['Events'],Bi-weekly
Sandra Pope,STU1424,npena@example.com,Male,Computer Science,['Writing'],"['Biology', 'History']",['Debate'],No,[],['Public Speaking'],"['Tutorials', 'Videos', 'Events']",Monthly
Rebekah Bell,STU1425,ddrake@example.org,Male,Physics,"['Cooking', 'Music', 'Travel']","['Data Science', 'Literature', 'AI']","['Photography', 'Drama']",No,"['beat', 'gun']","['Event Planning', 'Design', 'Leadership']","['Videos', 'Events']",Monthly
Jessica White,STU1426,alexandra81@example.org,Other,Engineering,"['Music', 'Cooking']","['Physics', 'Data Science']",['Sports Teams'],No,"['under', 'world']","['Event Planning', 'Programming', 'Leadership']","['Tutorials', 'Articles']",Monthly
Timothy Preston,STU1427,brandigoodman@example.com,Female,Mathematics,"['Reading', 'Travel', 'Science']","['AI', 'Biology']",['Photography'],No,[],"['Programming', 'Event Planning', 'Writing']",['Videos'],Monthly
George Mayer,STU1428,jturner@example.org,Male,Biology,['Reading'],['Physics'],['Photography'],Yes,"['employee', 'moment']","['Programming', 'Public Speaking']","['Tutorials', 'Videos']",Monthly
Tonya Hernandez,STU1429,rbarber@example.org,Female,Mathematics,"['Writing', 'Travel', 'Science']",['Data Science'],['Robotics'],No,[],['Event Planning'],['Articles'],Weekly
Lisa Price,STU1430,burchmichael@example.org,Male,Literature,['Reading'],['Data Science'],['Music Band'],Yes,[],['Event Planning'],"['Podcasts', 'Videos', 'Articles']",Bi-weekly
Kristy Andrews,STU1431,lisaallen@example.net,Other,Physics,"['Reading', 'Travel']","['History', 'Literature', 'Engineering']",['Volunteering'],Yes,[],"['Programming', 'Leadership']","['Articles', 'Podcasts', 'Events']",Monthly
James Sanchez,STU1432,pdominguez@example.net,Female,Literature,['Gaming'],"['Physics', 'AI']","['Debate', 'Photography', 'Drama']",No,"['student', 'building']",['Design'],"['Events', 'Tutorials']",Monthly
Theresa Dillon,STU1433,brandon54@example.org,Female,History,"['Science', 'Writing', 'Technology']","['Biology', 'AI']","['Photography', 'Robotics', 'Volunteering']",Yes,[],"['Design', 'Programming']",['Articles'],Monthly
Holly Martinez,STU1434,anthony00@example.org,Male,Engineering,"['Science', 'Writing']",['Engineering'],"['Music Band', 'Drama', 'Sports Teams']",Yes,[],"['Programming', 'Design']",['Tutorials'],Bi-weekly
Alyssa Hall,STU1435,richardlee@example.com,Female,Biology,"['Cooking', 'Reading', 'Arts']","['Physics', 'Literature']","['Debate', 'Music Band']",Yes,"['light', 'occur']","['Event Planning', 'Public Speaking', 'Design']",['Articles'],Bi-weekly
Evan Pope,STU1436,uharper@example.com,Male,Physics,"['Music', 'Sports', 'Cooking']","['History', 'AI', 'Literature']",['Sports Teams'],No,[],"['Programming', 'Event Planning']","['Podcasts', 'Videos']",Bi-weekly
Lorraine Greene,STU1437,zlam@example.org,Other,History,"['Sports', 'Writing', 'Cooking']","['Mathematics', 'Literature', 'Data Science']","['Photography', 'Debate']",No,"['ability', 'peace']","['Programming', 'Leadership']","['Events', 'Videos']",Bi-weekly
Tracy Jenkins,STU1438,mariebailey@example.org,Female,Mathematics,"['Travel', 'Science']","['Data Science', 'AI', 'Mathematics']","['Music Band', 'Volunteering', 'Robotics']",No,"['ball', 'build']","['Design', 'Leadership', 'Public Speaking']","['Videos', 'Tutorials']",Weekly
Crystal Warren,STU1439,vanessawilson@example.com,Female,Literature,"['Gaming', 'Science', 'Sports']","['Literature', 'Engineering', 'Mathematics']","['Robotics', 'Debate', 'Music Band']",Yes,"['ask', 'evening']","['Programming', 'Public Speaking']","['Events', 'Articles', 'Videos']",Bi-weekly
Christian Bush,STU1440,jessicabaker@example.org,Male,Physics,"['Gaming', 'Arts', 'Technology']","['History', 'Biology', 'Literature']","['Drama', 'Sports Teams', 'Photography']",No,[],['Leadership'],"['Podcasts', 'Events']",Monthly
Samantha Olson,STU1441,ahansen@example.net,Female,Computer Science,"['Sports', 'Writing']",['AI'],"['Music Band', 'Sports Teams', 'Volunteering']",No,[],"['Leadership', 'Event Planning', 'Writing']","['Articles', 'Videos']",Bi-weekly
Amber Walker,STU1442,beth59@example.org,Male,History,['Music'],"['Literature', 'History']",['Photography'],Yes,[],"['Writing', 'Public Speaking']","['Tutorials', 'Videos', 'Events']",Weekly
Jared Johnson,STU1443,mcgeealexis@example.net,Male,Literature,"['Science', 'Writing', 'Cooking']","['History', 'Engineering', 'AI']","['Sports Teams', 'Drama']",No,[],"['Public Speaking', 'Programming', 'Design']","['Events', 'Podcasts', 'Tutorials']",Weekly
Donald Lee,STU1444,leslie51@example.net,Female,Literature,['Writing'],['Data Science'],"['Debate', 'Photography', 'Volunteering']",No,"['young', 'general']","['Programming', 'Writing', 'Event Planning']",['Tutorials'],Bi-weekly
Felicia Wells,STU1445,jeremylopez@example.org,Other,Literature,"['Writing', 'Arts']",['Data Science'],"['Photography', 'Debate']",No,[],['Writing'],['Tutorials'],Weekly
Ashley Watson,STU1446,fernandezpenny@example.org,Male,Biology,"['Reading', 'Science', 'Writing']","['Biology', 'Mathematics']",['Volunteering'],No,"['they', 'carry']","['Leadership', 'Writing']","['Articles', 'Events', 'Videos']",Weekly
Manuel Contreras,STU1447,harrisryan@example.net,Other,Literature,['Gaming'],"['Physics', 'Data Science']",['Debate'],No,"['create', 'fish']","['Leadership', 'Public Speaking', 'Event Planning']",['Events'],Bi-weekly
